"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Aug., 2003"	"2003/08"	3474	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Sep., 2003"	"2003/09"	3451	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Oct., 2003"	"2003/10"	3723	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Nov., 2003"	"2003/11"	3865	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"	"Dec., 2003"	"2003/12"	4697	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2003"	"2003"			46414	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Jan., 2004"	"2004/01"	4352	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Feb., 2004"	"2004/02"	3888	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Mar., 2004"	"2004/03"	3825	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Apr., 2004"	"2004/04"	3645	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"May, 2004"	"2004/05"	3572	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Jun., 2004"	"2004/06"	3256	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Jul., 2004"	"2004/07"	3351	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Aug., 2004"	"2004/08"	3502	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Sep., 2004"	"2004/09"	3219	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Oct., 2004"	"2004/10"	3684	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Nov., 2004"	"2004/11"	3597	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"	"Dec., 2004"	"2004/12"	3838	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2004"	"2004"			43729	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Jan., 2005"	"2005/01"	4064	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Feb., 2005"	"2005/02"	3777	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Mar., 2005"	"2005/03"	4282	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Apr., 2005"	"2005/04"	3684	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"May, 2005"	"2005/05"	3586	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Jun., 2005"	"2005/06"	3226	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Jul., 2005"	"2005/07"	3285	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Aug., 2005"	"2005/08"	3177	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Sep., 2005"	"2005/09"	3282	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Oct., 2005"	"2005/10"	3535	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Nov., 2005"	"2005/11"	3343	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"	"Dec., 2005"	"2005/12"	3984	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2005"	"2005"			43225	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Jan., 2006"	"2006/01"	3822	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Feb., 2006"	"2006/02"	3616	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Mar., 2006"	"2006/03"	3928	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Apr., 2006"	"2006/04"	3460	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"May, 2006"	"2006/05"	3483	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Jun., 2006"	"2006/06"	3095	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Jul., 2006"	"2006/07"	3275	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Aug., 2006"	"2006/08"	3164	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Sep., 2006"	"2006/09"	3237	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Oct., 2006"	"2006/10"	3534	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Nov., 2006"	"2006/11"	3533	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"	"Dec., 2006"	"2006/12"	3877	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2006"	"2006"			42024	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Jan., 2007"	"2007/01"	3806	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Feb., 2007"	"2007/02"	3553	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Mar., 2007"	"2007/03"	3719	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Apr., 2007"	"2007/04"	3455	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"May, 2007"	"2007/05"	3238	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Jun., 2007"	"2007/06"	3114	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Jul., 2007"	"2007/07"	3217	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Aug., 2007"	"2007/08"	3266	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Sep., 2007"	"2007/09"	3166	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Oct., 2007"	"2007/10"	3360	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Nov., 2007"	"2007/11"	3406	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"	"Dec., 2007"	"2007/12"	3711	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2007"	"2007"			41011	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Jan., 2008"	"2008/01"	3808	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Feb., 2008"	"2008/02"	3959	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Mar., 2008"	"2008/03"	4044	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Apr., 2008"	"2008/04"	3540	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"May, 2008"	"2008/05"	3366	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Jun., 2008"	"2008/06"	3055	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Jul., 2008"	"2008/07"	3180	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Aug., 2008"	"2008/08"	3127	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Sep., 2008"	"2008/09"	3082	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Oct., 2008"	"2008/10"	3220	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Nov., 2008"	"2008/11"	3333	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"	"Dec., 2008"	"2008/12"	3755	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2008"	"2008"			41469	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Jan., 2009"	"2009/01"	3829	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Feb., 2009"	"2009/02"	3301	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Mar., 2009"	"2009/03"	3557	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Apr., 2009"	"2009/04"	3314	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"May, 2009"	"2009/05"	3297	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Jun., 2009"	"2009/06"	3163	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Jul., 2009"	"2009/07"	3058	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Aug., 2009"	"2009/08"	3039	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Sep., 2009"	"2009/09"	3020	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Oct., 2009"	"2009/10"	3391	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Nov., 2009"	"2009/11"	3271	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"	"Dec., 2009"	"2009/12"	3632	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2009"	"2009"			39872	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Jan., 2010"	"2010/01"	3611	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Feb., 2010"	"2010/02"	3394	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Mar., 2010"	"2010/03"	3563	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Apr., 2010"	"2010/04"	3206	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"May, 2010"	"2010/05"	3300	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Jun., 2010"	"2010/06"	3004	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Jul., 2010"	"2010/07"	3067	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Aug., 2010"	"2010/08"	2997	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Sep., 2010"	"2010/09"	3042	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Oct., 2010"	"2010/10"	3347	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Nov., 2010"	"2010/11"	3380	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"	"Dec., 2010"	"2010/12"	3793	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 4: West North Central"	"CENS-D4"	"2010"	"2010"			39704	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Jan., 2011"	"2011/01"	3684	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Feb., 2011"	"2011/02"	3302	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Mar., 2011"	"2011/03"	3661	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Apr., 2011"	"2011/04"	3262	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"May, 2011"	"2011/05"	3186	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Jun., 2011"	"2011/06"	3063	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Jul., 2011"	"2011/07"	3165	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Aug., 2011"	"2011/08"	3105	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Sep., 2011"	"2011/09"	3039	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 4: West North Central"	"CENS-D4"	"2011"	"2011"	"Oct., 2011"	"2011/10"	3242	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
