"Notes"	"Census Division"	"Census Division Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	Age Adjusted Rate Standard Error
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Mar., 2010"	"2010/03"	10438	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Apr., 2010"	"2010/04"	9630	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"May, 2010"	"2010/05"	9638	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Jun., 2010"	"2010/06"	9089	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Jul., 2010"	"2010/07"	9123	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Aug., 2010"	"2010/08"	8995	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Sep., 2010"	"2010/09"	8911	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Oct., 2010"	"2010/10"	9465	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Nov., 2010"	"2010/11"	9466	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"	"Dec., 2010"	"2010/12"	10914	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2010"	"2010"			116471	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Jan., 2011"	"2011/01"	11235	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Feb., 2011"	"2011/02"	9768	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Mar., 2011"	"2011/03"	10227	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Apr., 2011"	"2011/04"	9430	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"May, 2011"	"2011/05"	9483	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Jun., 2011"	"2011/06"	8906	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Jul., 2011"	"2011/07"	9169	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Aug., 2011"	"2011/08"	8937	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Sep., 2011"	"2011/09"	8800	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Oct., 2011"	"2011/10"	9418	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Nov., 2011"	"2011/11"	9343	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"	"Dec., 2011"	"2011/12"	9997	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2011"	"2011"			114713	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Jan., 2012"	"2012/01"	10474	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Feb., 2012"	"2012/02"	9576	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Mar., 2012"	"2012/03"	9805	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Apr., 2012"	"2012/04"	9674	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"May, 2012"	"2012/05"	9541	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Jun., 2012"	"2012/06"	9158	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Jul., 2012"	"2012/07"	9409	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Aug., 2012"	"2012/08"	9271	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Sep., 2012"	"2012/09"	9035	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Oct., 2012"	"2012/10"	9685	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Nov., 2012"	"2012/11"	10155	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"	"Dec., 2012"	"2012/12"	11318	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2012"	"2012"			117101	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Jan., 2013"	"2013/01"	11787	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Feb., 2013"	"2013/02"	9793	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Mar., 2013"	"2013/03"	10940	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Apr., 2013"	"2013/04"	10023	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"May, 2013"	"2013/05"	9590	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Jun., 2013"	"2013/06"	9303	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Jul., 2013"	"2013/07"	9403	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Aug., 2013"	"2013/08"	9266	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Sep., 2013"	"2013/09"	9218	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Oct., 2013"	"2013/10"	9557	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Nov., 2013"	"2013/11"	9794	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"	"Dec., 2013"	"2013/12"	10784	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2013"	"2013"			119458	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Jan., 2014"	"2014/01"	11439	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Feb., 2014"	"2014/02"	9750	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Mar., 2014"	"2014/03"	10651	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Apr., 2014"	"2014/04"	9897	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"May, 2014"	"2014/05"	9993	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Jun., 2014"	"2014/06"	9616	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Jul., 2014"	"2014/07"	9639	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Aug., 2014"	"2014/08"	9715	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Sep., 2014"	"2014/09"	9344	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Oct., 2014"	"2014/10"	10114	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Nov., 2014"	"2014/11"	10280	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"	"Dec., 2014"	"2014/12"	11682	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2014"	"2014"			122120	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Jan., 2015"	"2015/01"	12135	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Feb., 2015"	"2015/02"	10907	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Mar., 2015"	"2015/03"	11280	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Apr., 2015"	"2015/04"	10404	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"May, 2015"	"2015/05"	10197	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Jun., 2015"	"2015/06"	9661	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Jul., 2015"	"2015/07"	10045	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Aug., 2015"	"2015/08"	9837	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Sep., 2015"	"2015/09"	9495	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Oct., 2015"	"2015/10"	10345	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Nov., 2015"	"2015/11"	10119	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"	"Dec., 2015"	"2015/12"	10793	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2015"	"2015"			125218	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Jan., 2016"	"2016/01"	11532	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Feb., 2016"	"2016/02"	10797	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Mar., 2016"	"2016/03"	11276	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Apr., 2016"	"2016/04"	10408	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"May, 2016"	"2016/05"	10351	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Jun., 2016"	"2016/06"	9745	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Jul., 2016"	"2016/07"	10096	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Aug., 2016"	"2016/08"	10026	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Sep., 2016"	"2016/09"	9646	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Oct., 2016"	"2016/10"	10243	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Nov., 2016"	"2016/11"	10493	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"	"Dec., 2016"	"2016/12"	11280	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2016"	"2016"			125893	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Jan., 2017"	"2017/01"	11759	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Feb., 2017"	"2017/02"	10664	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Mar., 2017"	"2017/03"	11555	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Apr., 2017"	"2017/04"	10629	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"May, 2017"	"2017/05"	10566	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Jun., 2017"	"2017/06"	10025	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Jul., 2017"	"2017/07"	10116	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Aug., 2017"	"2017/08"	10404	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Sep., 2017"	"2017/09"	10117	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Oct., 2017"	"2017/10"	10639	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Nov., 2017"	"2017/11"	10630	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"	"Dec., 2017"	"2017/12"	11588	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2017"	"2017"			128692	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Jan., 2018"	"2018/01"	13132	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Feb., 2018"	"2018/02"	10861	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Mar., 2018"	"2018/03"	11416	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Apr., 2018"	"2018/04"	10409	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"May, 2018"	"2018/05"	10618	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Jun., 2018"	"2018/06"	10229	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Jul., 2018"	"2018/07"	10353	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Aug., 2018"	"2018/08"	10200	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Sep., 2018"	"2018/09"	10057	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Oct., 2018"	"2018/10"	10540	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Nov., 2018"	"2018/11"	10632	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"	"Dec., 2018"	"2018/12"	11867	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2018"	"2018"			130314	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Jan., 2019"	"2019/01"	11844	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Feb., 2019"	"2019/02"	10690	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Mar., 2019"	"2019/03"	11781	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Apr., 2019"	"2019/04"	11029	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"May, 2019"	"2019/05"	11347	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Jun., 2019"	"2019/06"	10607	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Jul., 2019"	"2019/07"	10603	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Aug., 2019"	"2019/08"	10427	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Sep., 2019"	"2019/09"	10122	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Oct., 2019"	"2019/10"	10648	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Nov., 2019"	"2019/11"	11053	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"	"Dec., 2019"	"2019/12"	11891	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2019"	"2019"			132042	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Jan., 2020 "	"2020/01"	12014	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Feb., 2020 "	"2020/02"	11191	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Mar., 2020 "	"2020/03"	11771	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Apr., 2020 "	"2020/04"	11297	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"May, 2020 "	"2020/05"	11252	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Jun., 2020 "	"2020/06"	10900	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Jul., 2020 "	"2020/07"	12024	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Aug., 2020 "	"2020/08"	11727	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Sep., 2020 "	"2020/09"	11120	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Oct., 2020 "	"2020/10"	11475	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Nov., 2020 "	"2020/11"	11503	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"	"Dec., 2020 "	"2020/12"	12833	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"	"2020 "	"2020"			139107	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
"Total"	"Division 5: South Atlantic"	"CENS-D5"					2761845	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Jan., 1999"	"1999/01"	4764	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Feb., 1999"	"1999/02"	4312	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Mar., 1999"	"1999/03"	5201	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Division 6: East South Central"	"CENS-D6"	"1999"	"1999"	"Apr., 1999"	"1999/04"	4217	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable
